'CODIGO';'VALOR'
'P01';'Feto y recién nacido afectados por complicaciones maternas del embarazo'
'P02';'Feto y recién nacido afectado por complicaciones de la placenta del cordón umbilical y de las membranas'
'P03';'Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto'
'P04';'Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna'
'P05';'Retardo del crecimiento fetal y desnutrición fetal'
'P07';'Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer no clasificados en otra parte'
'P08';'Trastornos relacionados con el embarazo prolongado y con sobrepeso al nacer'
'P10';'Hemorragia y laceración intracraneal debidas a traumatismo del nacimiento'
'P11';'Otros traumatismos del nacimiento en el sistema nervioso central'
'P12';'Traumatismo del nacimiento en el cuero cabelludo'
'P13';'Traumatismo del esqueleto durante el nacimiento'
'P14';'Traumatismo del sistema nervioso periférico durante el nacimiento'
'P15';'Otros traumatismos del nacimiento'
'P20';'Hipoxia intrauterina'
'P21';'Asfixia del nacimiento'
'P22';'Dificultad respiratoria del recién nacido'
'P23';'Neumonía congénita'
'P24';'Síndromes de aspiración neonatal'
'P25';'Enfisema intersticial y afecciones relacionadas originadas en el período perinatal'
'P26';'Hemorragia pulmonar originada en el período perinatal'
'P27';'Enfermedad respiratoria crónica originada en el período perinatal'
'P28';'Otros problemas respiratorios del recién nacido originados en el período perinatal'
'P29';'Trastornos cardiovasculares originados en el período perinatal'
'P35';'Enfermedades virales congénitas'
'P36';'Sepsis bacteriana del recién nacido'
'P37';'Otras enfermedades infecciosas y parasitarias congénitas'
'P38';'Onfalitis del recién nacido con o sin hemorragia leve'
'P39';'Otras infecciones especificas del período perinatal'
'P50';'Pérdida de sangre fetal'
'P51';'Hemorragia umbilical del recién nacido'
'P52';'Hemorragia intracraneal no traumática del feto y del recién nacido'
'P53';'Enfermedad hemorrágica del feto y del recién nacido'
'P54';'Otras hemorragias neonatales'
'P55';'Enfermedad hemolítica del feto y del recién nacido'
'P56';'Hidropesía fetal debida a enfermedad hemolítica'
'P57';'Kernicterus'
'P58';'Ictericia neonatal debida a otras hemólisis excesivas'
'P59';'Ictericia neonatal por otras causas y por las no especificadas'
'P60';'Coagulación intravascular diseminada en el feto y el recién nacido'
'P61';'Otros trastornos hematológicos perinatales'
'P70';'Trastornos transitorios del metabolismo de los carbohidratos específicos del feto y del recién nacido'
'P71';'Trastornos neonatales transitorios del metabolismo del calcio y del magnesio'
'P72';'Otros trastornos endocrinos neonatales transitorios'
'P74';'Otras alteraciones metabólicas y electrolíticas neonatales transitorias'
'P75';'Íleo meconial en la fibrosis quística (E84.1†)'
'P76';'Otras obstrucciones intestinales del recién nacido'
'P77';'Enterocolitis necrotizante del feto y del recién nacido'
'P78';'Otros trastornos perinatales del sistema digestivo'
'P80';'Hipotermia del recién nacido'
'P81';'Otras alteraciones de la regulación de la temperatura en el recién nacido'
'P83';'Otras afecciones de la piel especificas del feto y del recién nacido'
'P90';'Convulsiones del recién nacido'
'P91';'Otras alteraciones cerebrales del recién nacido'
'P92';'Problemas de la ingestión de alimentos del recién nacido'
'P93';'Reacciones e intoxicaciones debidas a drogas administradas al feto y al recién nacido'
'P94';'Trastornos del tono muscular del recién nacido'
'P95';'Muerte fetal de causa no especificada'
'P96';'Otras afecciones originadas en el período perinatal'
'Q00';'Anencefalia y malformaciones congénitas similares'
'Q01';'Encefalocele'
'Q02';'Microcefalia'
'Q03';'Hidrocéfalo congénito'
'Q04';'Otras malformaciones congénitas del encéfalo'
'Q05';'Espina bífida'
'Q06';'Otras malformaciones congénitas de la médula espinal'
'Q07';'Otras malformaciones congénitas del sistema nervioso'
'Q10';'Malformaciones congénitas de los párpados del aparato lagrimal y de la órbita'
'Q11';'Anoftalmía microftalmía y macroftalmía'
'Q12';'Malformaciones congénitas del cristalino'
'Q13';'Malformaciones congénitas del segmento anterior del ojo'
'Q14';'Malformaciones congénitas del segmento posterior del ojo'
'Q15';'Otras malformaciones congénitas del ojo'
'Q16';'Malformaciones congénitas del oído que causan la alteración de la audición'
'Q17';'Otras malformaciones congénitas del oído'
'Q18';'Otras malformaciones congénitas del la cara y del cuello'
'Q20';'Malformaciones congénitas de las cámaras cardíacas y sus conexiones'
'Q21';'Malformaciones congénitas de los tabiques cardíacos'
'Q22';'Malformaciones congénitas de la válvulas pulmonar y tricúspide'
'Q23';'Malformaciones congénitas de las válvulas aórtica y mitral'
'Q24';'Otras malformaciones congénitas del corazón'
'Q25';'Malformaciones congénitas de las grandes arterias'
'Q26';'Malformaciones congénitas de las grandes venas'
'Q27';'Otras malformaciones congénitas del sistema vascular periférico'
'Q28';'Otras malformaciones congénitas del sistema circulatorio'
'Q30';'Malformaciones congénitas de la nariz'
'Q31';'Malformaciones congénitas de la laringe'
'Q32';'Malformaciones congénitas de la tráquea y de los bronquios'
'Q33';'Malformaciones congénitas del pulmón'
'Q34';'Otras malformaciones congénitas del sistema respiratorio'
'Q35';'Fisura del paladar'
'Q36';'Labio leporino'
'Q37';'Fisura del paladar con labio leporino'
'Q38';'Otras malformaciones congénitas de la lengua de la boca y de la faringe'
'Q39';'Malformaciones congénitas del esófago'
'Q40';'Otras malformaciones congénitas de la parte superior del tubo digestivo'
'Q41';'Ausencia atresia y estenosis congénita del intestino delgado'
'Q42';'Ausencia atresia y estenosis congénita del intestino grueso'
'Q43';'Otras malformaciones congénitas del intestino'
'Q44';'Malformaciones congénitas de la vesícula biliar de los conductos biliares y del hígado'
'Q45';'Otras malformaciones congénitas del sistema digestivo'
'Q50';'Malformaciones congénitas de los ovarios de las trompas de Falopio y de los ligamentos anchos'
'Q51';'Malformaciones congénitas del útero y del cuello uterino'
'Q52';'Otras malformaciones congénitas de los órganos genitales femeninos'
'Q53';'Testículo no descendido'
'Q54';'Hipospadias'
'Q55';'Otras malformaciones congénitas de los órganos genitales masculinos'
'Q56';'Sexo indeterminado y seudohermafroditismo'
'Q60';'Agenesia renal y otras malformaciones hipoplásicas del riñón'
'Q61';'Enfermedad quística del riñón'
'Q62';'Defectos obstructivos congénitos de la pelvis renal y malformaciones congénitas del uréter'
'Q63';'Otras malformaciones congénitas del riñón'
'Q64';'Otras malformaciones congénitas del sistema urinario'
'Q65';'Deformidades congénitas de la cadera'
'Q66';'Deformidades congénitas de los pies'
'Q67';'Deformidades osteomusculares congénitas de la cabeza de la cara de la columna vertebral y del tórax'
'Q68';'Otras deformidades osteomusculares congénitas'
'Q69';'Polidactilia'
'Q70';'Sindactilia'
'Q71';'Defectos por reducción del miembro superior'
'Q72';'Defectos por reducción del miembro inferior'
'Q73';'Defectos por reducción de miembro no especificado'
'Q74';'Otras anomalías congénitas del (de los) miembro(s)'
'Q75';'Otras malformaciones congénitas de los huesos del cráneo y de la cara'
'Q76';'Malformaciones congénitas de la columna vertebral y tórax óseo'
'Q77';'Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral'
'Q78';'Otras osteocondrodisplasias'
'Q79';'Malformaciones congénitas del sistema osteomuscular no clasificadas en otra parte'
'Q80';'Ictiosis congénita'
'Q81';'Epidermólisis bullosa'
'Q82';'Otras malformaciones congénitas de la piel'
'Q83';'Malformaciones congénitas de la mama'
'Q84';'Otras malformaciones congénitas de las faneras'
'Q85';'Facomatosis no clasificada en otra parte'
'Q86';'Síndromes de malformaciones congénitas debidos a causas exógenas conocidas no clasificados en otra parte'
'Q87';'Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas'
'Q89';'Otras malformaciones congénitas no clasificadas en otra parte'
'Q90';'Síndrome de Down'
'Q91';'Síndrome de Edwards y síndrome  de Patau'
'Q92';'Otras trisomías y trisomías parciales de los autosomas no clasificadas en otra parte'
'Q93';'Monosomías y supresiones de los autosomas no  clasificadas en otra parte'
'Q95';'Reordenamientos equilibrados y marcadores estructurales no clasificados en otra parte'
'Q96';'Síndrome de Turner'
'Q97';'Otras anomalías de los cromosomas sexuales con fenotipo femenino no clasificadas en otra parte'
'Q98';'Otras anomalías de los cromosomas sexuales con fenotipo masculino no clasificadas en otra parte'
'Q99';'Otras anomalías cromosómicas no clasificadas en otra parte'
'R00';'Anormalidades del latido cardíaco'
'R01';'Soplos y otros sonidos cardíacos'
'R02';'Gangrena no clasificada en otra parte'
'R03';'Lectura de presión sanguínea anormal sin diagnóstico'
'R04';'Hemorragia de las vías respiratorias'
'R05';'Tos'
'R06';'Anormalidades de la respiración'
'R07';'Dolor de garganta y en el pecho'
'R09';'Otros síntomas y signos que involucran los sistemas circulatorio y respiratorio'
'R10';'Dolor abdominal y pélvico'
'R11';'Náusea y vómito'
'R12';'Acidez'
'R13';'Disfagia'
'R14';'Flatulencia y afecciones afines'
'R15';'Incontinencia fecal'
'R16';'Hepatomegalia y esplenomegalia no clasificadas en otra parte'
'R17';'Ictericia no especificada'
'R18';'Ascitis'
'R19';'Otros síntomas y signos que involucran el sistema digestivo y el abdomen'
'R20';'Alteraciones de la sensibilidad cutánea'
'R21';'Salpullido y otras erupciones cutáneas no especificadas'
'R22';'Tumefacción masa  o prominencia de la piel y del tejido subcutáneo localizados'
'R23';'Otros cambios en la piel'
'R25';'Movimientos involuntarios anormales'
'R26';'Anormalidades de la marcha y de la movilidad'
'R27';'Otras fallas de coordinación'
'R29';'Otros síntomas y signos que involucran los sistemas nervioso y osteomuscular'
'R30';'Dolor asociado con la micción'
'R31';'Hematuria no especificada'
'R32';'Incontinencia urinaria no especificada'
'R33';'Retención de orina'
'R34';'Anuria y oliguria'
'R35';'Poliuria'
'R36';'Descarga uretral'
'R39';'Otros síntomas y signos que involucran el sistema urinario'
'R40';'Somnolencia estupor y coma'
'R41';'Otros síntomas y signos que involucran la función cognoscitiva y la conciencia'
'R42';'Mareo y desvanecimiento'
'R43';'Trastornos del olfato y del gusto'
'R44';'Otros síntomas y signos que involucran las sensaciones y percepciones generales'
'R45';'Síntomas y signos que involucran el estado emocional'
'R46';'Síntomas y signos que involucran la apariencia y el comportamiento'
'R47';'Alteraciones del habla no clasificadas en otra parte'
'R48';'Dislexia y otras disfunciones simbólicas no clasificadas en otra parte'
'R49';'Alteraciones de la voz'
'R50';'Fiebre de otro origen y de origen desconocido'
'R51';'Cefalea'
'R52';'Dolor no clasificado en otra parte'
'R53';'Malestar y fatiga'
'R54';'Senilidad'
'R55';'Síncope y colapso'
'R56';'Convulsiones no clasificadas en otra parte'
'R57';'Choque no clasificado en otra parte'
'R58';'Hemorragia no clasificada en otra parte'
'R59';'Adenomegalia'
'R60';'Edema no clasificado en otra parte'
'R61';'Hiperhidrosis'
'R62';'Falta del desarrollo fisiológico normal esperado'
'R63';'Síntomas y signos concernientes a la alimentación y a la ingestión de líquidos'
'R64';'Caquexia'
'R65';'Síndrome de respuesta inflamatoria sistémica'
'R68';'Otros síntomas y signos generales'
'R69';'Causas de morbilidad desconocidas y no especificadas'
'R70';'Velocidad de eritrosedimentación elevada y otras anormalidades de la viscosidad del plasma'
'R71';'Anormalidad de los eritrocitos'
'R72';'Anormalidades de los leucocitos no clasificadas en otra parte'
'R73';'Nivel elevado de glucosa en sangre'
'R74';'Nivel anormal de enzimas en suero'
'R75';'Evidencias de laboratorio del virus de la inmunodeficiencia humana [VIH]'
'R76';'Otros hallazgos inmunológicos anormales en suero'
'R77';'Otras anormalidades de las proteínas plasmáticas'
'R78';'Hallazgo de drogas y otras sustancias que normalmente no se encuentran en la sangre'
'R79';'Otros hallazgos anormales en la química sanguínea'
'R80';'Proteinuria aislada'
'R81';'Glucosuria'
'R82';'Otros hallazgos anormales en la orina'
'R83';'Hallazgos anormales en el líquido cefalorraquídeo'
'R84';'Hallazgos anormales en muestras tomadas de órganos respiratorios y torácicos'
'R85';'Hallazgos anormales en muestras tomadas de órganos digestivos y de la cavidad abdominal'
'R86';'Hallazgos anormales en muestras tomadas de órganos genitales masculinos'
'R87';'Hallazgos anormales en muestras tomadas de órganos genitales femeninos'
'R89';'Hallazgos anormales en muestras tomadas de otros órganos sistemas y tejidos'
'R90';'Hallazgos anormales en diagnóstico por imagen del sistema nervioso central'
'R91';'Hallazgos anormales en diagnóstico por imagen del pulmón'
'R92';'Hallazgos anormales en diagnóstico por imagen de la mama'
'R93';'Hallazgos anormales en diagnóstico por imagen de otras estructuras del cuerpo'
'R94';'Resultados anormales de estudios funcionales'
'R95';'Síndrome de la muerte súbita infantil'
'R96';'Otras muertes súbitas de causa desconocida'
'R98';'Muerte sin asistencia'
'R99';'Otras causas mal definidas y las no especificadas de mortalidad'
'S00';'Traumatismo superficial de la cabeza'
'S01';'Herida de la cabeza'
'S02';'Fractura de huesos del cráneo y de la cara'
'S03';'Luxación esguince y torcedura de articulaciones y de ligamentos de la cabeza'
'S04';'Traumatismo de nervios craneales'
'S05';'Traumatismo del ojo y de la órbita'
'S06';'Traumatismo intracraneal'
'S07';'Traumatismo por aplastamiento de la cabeza'
'S08';'Amputación traumática de parte de la cabeza'
'S09';'Otros traumatismos y los no especificados de la cabeza'
'S10';'Traumatismo superficial del cuello'
'S11';'Herida del cuello'
'S12';'Fractura del cuello'
'S13';'Luxación esguince y torcedura de articulaciones y ligamentos del cuello'
'S14';'Traumatismo de la médula espinal y de nervios a nivel del cuello'
'S15';'Traumatismo de vasos sanguíneos a nivel del cuello'
'S16';'Traumatismo de tendón y músculos a nivel del cuello'
'S17';'Traumatismo por aplastamiento del cuello'
'S18';'Amputación traumática a nivel del cuello'
'S19';'Otros traumatismos y los no especificados del cuello'
'S20';'Traumatismo superficial del tórax'
'S21';'Herida del tórax'
'S22';'Fractura de las costillas del esternón y de la columna torácica [dorsal]'
'S23';'Luxación esguince y torcedura de articulaciones y ligamentos del tórax'
'S24';'Traumatismo de nervios y de la médula espinal a nivel del tórax'
'S25';'Traumatismo de vasos sanguíneos del tórax'
'S26';'Traumatismo del corazón'
'S27';'Traumatismo de otros órganos intratorácicos y de los no especificados'
'S28';'Traumatismo por aplastamiento del tórax y amputación traumática de parte del tórax'
'S29';'Otros traumatismos y los no especificados del tórax'
'S30';'Traumatismo superficial del abdomen de la región lumbosacra y de la pelvis'
'S31';'Herida del abdomen de la región lumbosacra y de la pelvis'
'S32';'Fractura de la columna lumbar y de la pelvis'
'S33';'Luxación esguince y torcedura de articulaciones y ligamentos de la columna lumbar y de la pelvis'
'S34';'Traumatismo de los nervios y de la médula espinal lumbar a nivel del abdomen de la región lumbosacra y de la pelvis'
'S35';'Traumatismo de vasos sanguíneos a nivel del abdomen de la región lumbosacra y de la pelvis'
'S36';'Traumatismo de órganos intraabdominales'
'S37';'Traumatismo del aparato urinario y de los órganos pélvicos'
'S38';'Traumatismo por aplastamiento y amputación traumática de parte del abdomen de la región lumbosacra y de la pelvis'
'S39';'Otros traumatismos y los no especificados del abdomen de la región lumbosacra y de la pelvis'
'S40';'Traumatismo superificial del hombro y del brazo'
'S41';'Herida del hombro y del brazo'
'S42';'Fractura del hombro y del brazo'
'S43';'Luxación esguince y torcedura de articulaciones y ligamentos de la cintura escapular'
'S44';'Traumatismo de nervios a nivel del hombro y del brazo'
'S45';'Traumatismo de vasos sanguíneos a nivel del hombro y del brazo'
'S46';'Traumatismo de tendón y músculo a nivel del hombro y del brazo'
'S47';'Traumatismo por aplastamiento del hombro y del brazo'
'S48';'Amputación traumática del hombro y del brazo'
'S49';'Otros traumatismos y los no especificados del hombro y del brazo'
'S50';'Traumatismo superficial del antebrazo y del codo'
'S51';'Herida del antebrazo y del codo'
'S52';'Fractura del antebrazo'
'S53';'Luxación esguince y torcedura de articulaciones y ligamentos del codo'
'S54';'Traumatismo de nervios a nivel del antebrazo'
'S55';'Traumatismo de los vasos sanguíneos a nivel del antebrazo'
'S56';'Traumatismo de tendón y músculo a nivel del antebrazo'
'S57';'Traumatismo por aplastamiento del antebrazo'
'S58';'Amputación traumática del antebrazo'
'S59';'Otros traumatismos y los no especificados del antebrazo'
'S60';'Traumatismo superficial de la muñeca y de la mano'
'S61';'Herida de la muñeca y de la mano'
'S62';'Fractura a nivel de la muñeca y de la mano'
'S63';'Luxación esguince y torcedura de articulaciones y ligamentos a nivel de la muñeca y de la mano'
'S64';'Traumatismo de nervios a nivel de la muñeca y de la mano'
'S65';'Traumatismo de vasos sanguíneos a nivel de la muñeca y de la mano'
'S66';'Traumatismo de tendón y músculo a nivel de la muñeca y de la mano'
'S67';'Traumatismo por aplastamiento de la muñeca y de la mano'
'S68';'Amputación traumática de la muñeca y de la mano'
'S69';'Otros traumatismos y los no especificados de la muñeca y de la mano'
'S70';'Traumatismo superficial de la cadera y del muslo'
'S71';'Herida de la cadera y del muslo'
'S72';'Fractura del fémur'
'S73';'Luxación esguince y torcedura de la articulación y de los ligamentos de la cadera'
'S74';'Traumatismo de nervios a nivel de la cadera y del muslo'
'S75';'Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo'
'S76';'Traumatismo de tendón y músculo a nivel de la cadera y del muslo'
'S77';'Traumatismo por aplastamiento de la cadera y del muslo'
'S78';'Amputación traumática de la cadera y del muslo'
'S79';'Otros traumatismos y los no especificados de la cadera y del muslo'
'S80';'Traumatismo superficial de la pierna'
'S81';'Herida de la pierna'
'S82';'Fractura de la pierna inclusive del tobillo'
'S83';'Luxación esguince y torcedura de articulaciones y ligamentos de la rodilla'
'S84';'Traumatismo de nervios a nivel de la pierna'
'S85';'Traumatismo de vasos sanguíneos a nivel de la pierna'
'S86';'Traumatismo de tendón y músculo a nivel de la pierna'
'S87';'Traumatismo por aplastamiento de la pierna'
'S88';'Amputación traumática de la pierna'
'S89';'Otros traumatismos y los no especificados de la pierna'
'S90';'Traumatismo superficial del tobillo y del pie'
'S91';'Herida del tobillo y del pie'
'S92';'Fractura del pie excepto del tobillo'
'S93';'Luxación esguince y torcedura de articulaciones y ligamentos del tobillo y del pie'
'S94';'Traumatismo de nervios a nivel del pie y del tobillo'
'S95';'Traumatismo de vasos sanguíneos a nivel del pie y del tobillo'
'S96';'Traumatismo de tendón y músculo a nivel del pie y del tobillo'
'S97';'Traumatismo por aplastamiento del pie y del tobillo'
'S98';'Amputación traumática del pie y del tobillo'
'S99';'Otros traumatismos y los no especificados del pie y del tobillo'
'T00';'Traumatismos superficiales que afectan múltiples regiones del cuerpo'
'T01';'Heridas que afectan múltiples regiones del cuerpo'
'T02';'Fracturas que afectan múltiples regiones del cuerpo'
'T03';'Luxaciones torceduras y esguinces que afectan múltiples regiones del cuerpo'
'T04';'Traumatismos por aplastamiento que afectan múltiples regiones del cuerpo'
'T05';'Amputaciones traumáticas  que afectan múltiples regiones del cuerpo'
'T06';'Otros traumatismos que afectan múltiples regiones del cuerpo no clasificados en otra parte'
'T07';'Traumatismos múltiples no especificados'
'T08';'Fractura de la columna vertebral nivel no especificado'
'T09';'Otros traumatismos de la columna vertebral y del tronco nivel no especificado'
'T10';'Fractura de miembro superior nivel no especificado'
'T11';'Otros traumatismos de miembro superior nivel no especificado'
'T12';'Fractura de miembro inferior nivel no especificado'
'T13';'Otros traumatismos de miembro inferior nivel no especificado'
'T14';'Traumatismo de regiones no especificadas del cuerpo'
'T15';'Cuerpo extraño en parte externa del ojo'
'T16';'Cuerpo extraño del oído'
'T17';'Cuerpo extraño en las vías respiratorias'
'T18';'Cuerpo extraño en el tubo digestivo'
'T19';'Cuerpo extraño en las vías genitourinarias'
'T20';'Quemadura y corrosión de la cabeza y del cuello'
'T21';'Quemadura y corrosión del tronco'
'T22';'Quemadura y corrosión del hombro y miembro superior excepto de la muñeca y de la mano'
'T23';'Quemadura y corrosión de la muñeca y de la mano'
'T24';'Quemadura y corrosión de la cadera y miembro inferior excepto tobillo y pie'
'T25';'Quemadura y corrosión del tobillo y del pie'
'T26';'Quemadura y corrosión limitada al ojo y sus anexos'
'T27';'Quemadura y corrosión de las vías respiratorias'
'T28';'Quemadura y corrosión de otros órganos internos'
'T29';'Quemaduras y corrosiones de múltiples regiones del cuerpo'
'T30';'Quemadura y corrosión región del cuerpo no especificada'
'T31';'Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada'
'T32';'Corrosiones clasificadas según la extensión de la superficie del cuerpo afectada'
'T33';'Congelamiento superficial'
'T34';'Congelamiento con necrosis tisular'
'T35';'Congelamiento que afecta múltiples regiones del cuerpo y congelamiento no especificado'
'T36';'Envenenamiento por antibióticos sistémicos'
'T37';'Envenenamiento por otros antiinfecciosos y antiparasitarios sistémicos'
'T38';'Envenenamiento por hormonas y sus sustitutos y antagonistas sintéticos no clasificados en otra parte'
'T39';'Envenenamiento por analgésicos no narcóticos antipiréticos y antirreumáticos'
'T40';'Envenenamiento por narcóticos y psicodislépticos (alucinógenos)'
'T41';'Envenenamiento por anestésicos y gases terapéuticos'
'T42';'Envenenamiento por antiepilépticos hipnóticos-sedantes y drogas antiparkinsonianas'
'T43';'Envenenamiento por psicotrópicos no clasificados en otra parte'
'T44';'Envenenamiento por drogas que afectan principalmente el sistema nervioso autónomo'
'T45';'Envenenamiento por agentes principalmente sistémicos y hematológicos no clasificados en otra parte'
'T46';'Envenenamiento por agentes que afectan principalmente el sistema cardiovascular'
'T47';'Envenenamiento por agentes que afectan principalmente el sistema gastrointestinal'
'T48';'Envenenamiento por agentes con acción principal sobre los músculos lisos y esqueléticos y sobre el sistema respiratorio'
'T49';'Envenenamiento por agentes tópicos que afectan principalmente la piel y las membranas mucosas y por drogas oftalmológicas otorrinolaringológicas y dentales'
'T50';'Envenenamiento por diuréticos y otras drogas medicamentos y sustancias biológicas no especificadas'
'T51';'Efecto tóxico del alcohol'
'T52';'Efecto tóxico de disolventes orgánicos'
'T53';'Efecto tóxico de los derivados halogenados de los hidrocarburos alifáticos y aromáticos'
'T54';'Efecto tóxico de sustancias corrosivas'
'T55';'Efecto tóxico de detergentes y jabones'
'T56';'Efecto tóxico de metales'
'T57';'Efecto tóxico de otras sustancias inorgánicas'
'T58';'Efecto tóxico del monóxido de carbono'
'T59';'Efecto tóxico de otros gases humos y vapores'
'T60';'Efecto tóxico de plaguicidas (pesticidas)'
'T61';'Efecto tóxico de sustancias nocivas ingeridas como alimentos marinos'
'T62';'Efecto tóxico de otras sustancias nocivas ingeridas como alimento'
'T63';'Efecto tóxico del contacto con animales venenosos'
'T64';'Efecto tóxico de aflatoxina y otras micotoxinas contaminantes de alimentos'
'T65';'Efecto tóxico de otras sustancias y las no especificadas'
'T66';'Efectos no especificados de la radiación'
'T67';'Efectos del calor y de la luz'
'T68';'Hipotermia'
'T69';'Otros efectos de la reducción de la temperatura'
'T70';'Efectos de la presión del aire y de la presión del agua'
'T71';'Asfixia'
'T73';'Efectos de otras privaciones'
'T74';'Síndrome del maltrato'
'T75';'Efectos de otras causas externas'
'T78';'Efectos adversos no clasificados en otra parte'
'T79';'Algunas complicaciones precoces de traumatismos no clasificadas en otra parte'
'T80';'Complicaciones consecutivas a infusión transfusión e inyección terapéutica'
'T81';'Complicaciones de procedimientos no clasificadas en otra parte'
'T82';'Complicaciones de dispositivos protésicos implantes e injertos cardiovasculares'
'T83';'Complicaciones de dispositivos implantes e injertos genitourinarios'
'T84';'Complicaciones de dispositivos protésicos implantes e injertos ortopédicos internos'
'T85';'Complicaciones de otros dispositivos protésicos implantes e injertos internos'
'T86';'Falla y rechazo del trasplante de órganos y tejidos'
'T87';'Complicaciones peculiares de la reinserción y amputación'
'T88';'Otras complicaciones de la atención médica y quirúrgica no clasificadas en otra parte'
'T90';'Secuelas de traumatismos de la cabeza'
'T91';'Secuelas de traumatismos del cuello y del tronco'
'T92';'Secuelas de traumatismos de miembro superior'
'T93';'Secuelas de traumatismos de miembro inferior'
'T94';'Secuelas de traumatismos que afectan múltiples regiones del cuerpo y las no especificadas'
'T95';'Secuelas de quemaduras corrosiones y congelamientos'
'T96';'Secuelas de envenenamientos por drogas medicamentos y sustancias biológicas'
'T97';'Secuelas de efectos  tóxicos de sustancias de procedencia principalmente no medicinal'
'T98';'Secuelas de otros efectos y los no especificados de causas externas'
'U04';'Síndrome respiratorio agudo grave [SRAG]'
'U06';'#N/D'
'U06';'Enfermedad por virus Zika'
'U07';'#N/D'
'U82';'Resistencia a antibioticos betalactamicos'
'U82';'Resistencia a antibióticos betalactámicos'
'U83';'Resistencia a otros antibioticos'
'U83';'Resistencia a otros antibióticos'
'U84';'Resistencia a otras drogas antimicrobianas'
'U85';'Resistencia a drogas antineoplásicas'
'V01';'Peatón lesionado por colisión con vehículo de pedal'
'V02';'Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas'
'V03';'Peatón lesionado por colisión con automóvil camioneta o furgoneta'
'V04';'Peatón lesionado por colisión con vehículo de transporte pesado o autobús'
'V05';'Peatón lesionado por colisión con tren o vehículo de rieles'
'V06';'Peatón lesionado por colisión con otros vehículos sin motor'
'V09';'Peatón lesionado en otros accidentes de transporte y en los no especificados'
'V10';'Ciclista lesionado por colisión con peatón o animal'
'V11';'Ciclista lesionado por colisión con otro ciclista'
'V12';'Ciclista lesionado por colisión con vehículo de motor de dos o tres ruedas.'
'V13';'Ciclista lesionado por colisión con automóvil camioneta o furgoneta'
'V14';'Ciclista lesionado por colisión con vehículo de transporte pesado o autobús'
'V15';'Ciclista lesionado por colisión con tren o vehículo de rieles'
'V16';'Ciclista lesionado por colisión con otros vehículos sin motor'
'V17';'Ciclista lesionado por colisión con objeto estacionado o fijo'
'V18';'Ciclista lesionado en accidente de transporte sin colisión'
'V19';'Ciclista lesionado en otros accidentes de transporte y en los no especificados.'
'V20';'Motociclista lesionado por colisión con peatón o animal'
'V21';'Motociclista lesionado por colisión con vehículo de pedal'
'V22';'Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas'
'V23';'Motociclista lesionado por colisión con automóvil camioneta o furgoneta'
'V24';'Motociclista lesionado por colisión con vehículo de transporte pesado o autobús'
'V25';'Motociclista lesionado por colisión con tren o vehículo de rieles'
'V26';'Motociclista lesionado por colisión con otros vehículos sin motor'
'V27';'Motociclista lesionado por colisión con objeto fijo o estacionado'
'V28';'Motociclista lesionado en accidente de transporte sin colisión'
'V29';'Motociclista lesionado en otros accidentes de transporte y en los no especificados'
'V30';'Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal'
'V31';'Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal'
'V32';'Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas'
'V33';'Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil camioneta o furgoneta'
'V34';'Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús'
'V35';'Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles'
'V36';'Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor'
'V37';'Ocupante de vehículo de motor de tres ruedas lesionado por  colisión con objeto fijo o estacionado'
'V38';'Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión'
'V39';'Ocupante de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte y en los no especificados'
'V40';'Ocupante de automóvil lesionado por colisión con peatón o animal'
'V41';'Ocupante de automóvil lesionado por colisión con vehículo de pedal'
'V42';'Ocupante de automóvil lesionado por colisión con vehículo de motor de dos o tres ruedas'
'V43';'Ocupante de automóvil lesionado por colisión con otro automóvil camioneta o furgoneta'
'V44';'Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús'
'V45';'Ocupante de automóvil lesionado por colisión con tren o vehículo de rieles'
'V46';'Ocupante de automóvil lesionado por colisión con otros vehículos sin motor'
'V47';'Ocupante de automóvil lesionado por colisión con objeto fijo o estacionado'
'V48';'Ocupante de automóvil lesionado en accidente de transporte sin colisión'
'V49';'Ocupante de automóvil lesionado en otros accidentes de transporte y en los no especificados'
